unit_id,label_zh,label_en,symbol,alias,quantitykind,dimensionVec,conversionVal,basicUnit,frequency,keywords_zh,description_zh,description_en,informativeReference
FUR_Long,长弗隆,Long Furlong,,,Length,A0E0L1I0M0H0T0D0,,M,24.2792377610509,"时间,光线,长度",长弗隆是英制长度单位，等于220码或660英尺。常用于测量马场或赛马跑道的长度。,,
FalklandIslandsPound,福克兰群岛磅,Falkland Islands Pound,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,英镑,南美洲",,Falkland Islands,http://en.wikipedia.org/wiki/Falkland_Islands_pound?oldid=489513616
FemtoC,飞库仑,FemtoCoulomb,fC,,ElectricCharge,A0E1L0I0M0H0T1D0,1e-15,C,37.82111140983502,,飞库仑是电荷的国际制单位之一，它是千分之一百万亿亿分之一库仑。常用于描述微小电荷。,"A FemtoCoulomb is (10^{-15} C).""",
FemtoGM-PER-KiloGM,飞克每千克,Femtograms per kilogram,fg/kg,,MassRatio,A0E0L0I0M0H0T0D1,0.18,KiloGM-PER-KiloGM,51.98764907357716,,,One part per 10**18 by mass of the measurand in the matrix.,
FemtoGM-PER-L,飞克每升,Femtograms per litre,,,MassDensity,A0E0L-3I0M1H0T0D0,0.15,KiloGM-PER-M3,49.89384213288358,,飞克每升是一个计量单位，用于表示一升液体中的质量，通常用于测量污染物在水体中的浓度。它是国际制单位制中的一种派生单位，也叫作“fg/L”。,One 10**18 part of the SI standard unit of mass of the measurand per litre volume of matrix..,
FemtoJ,飞焦耳,Femtojoule,fJ,,Energy,A0E0L2I0M1H0T-2D0,1e-15,J,36.20137369514536,,飞焦耳是能量的一个单位，它表示十的负15次方焦耳。用来描述微观粒子之间相互作用的能量级别，如核能量。,,
FemtoM,飞米,Femtometre,fm,,Length,A0E0L1I0M0H0T0D0,1e-15,M,62.40634694133349,,飞米是长度测量的单位，等于一千万亿分之一米。它常常用于描述非常小的物理尺度，例如原子和亚原子的大小。,"The (femtometre) is an SI unit of length equal to (10^{-15} meter). This distance can also be called (fermi) and was so named in honour of Enrico Fermi. It is often encountered in nuclear physics as a characteristic of this scale. The symbol for the fermi is also (fm).""",",http://baike.baidu.com/view/89504.htm"
FemtoMOL-PER-KiloGM,飞摩尔每千克,Femtomoles per kilogram,fmol/kg,,AmountOfSubstancePerUnitMass,A1E0L0I0M-1H0T0D0,0.15,MOL-PER-KiloGM,39.69667293431131,,它是一个浓度单位，表示每千克的物质中所含的飞摩尔数。常用于生物科学领域，特别是用于测量荷尔蒙和激素水平等细胞和体液中的物质浓度。,A 10**18 part quantity of substance of the measurand per kilogram mass of matrix.,
FemtoMOL-PER-L,飞摩尔每升,Femtomoles per litre,fmol/l,,AmountOfSubstancePerUnitVolume,A1E0L-3I0M0H0T0D0,1e-12,MOL-PER-M3,39.69667293431131,, 飞摩尔每升是一种常用的摩尔浓度单位，用于表示溶液中的分子数。它表示1升(或1000毫升)溶液中所含有的物质的摩尔数。在生物学和化学等领域广泛应用。,A 10**18 part quantity of substance of the measurand per litre volume of matrix.,
FijiDollar,斐济元,Fiji Dollar,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,美元,汇率",,Fiji,"http://en.wikipedia.org/wiki/Fijian_dollar?oldid=494373740,http://baike.baidu.com/view/525011.htm"
Flight,航班,Flight,flight,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"机票,飞机,航空公司,航站楼",,,
Forint,福林,Forint,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,人民币,元,钱",,Hungary,http://en.wikipedia.org/wiki/Hungarian_forint?oldid=492818607
FrancCongolais,刚果法郎,Franc Congolais,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"非洲,货币,刚果民主共和国",,Democratic Republic of Congo,http://en.wikipedia.org/wiki/Congolese_franc?oldid=490314640
G,重力,Gravity,,,Acceleration,A0E0L1I0M0H0T-2D0,9.80665,M-PER-SEC2,45.64536944491683,"物体,物理,万有引力",重力加速度是物体在重力作用下加速运动的速度，也可以表示为物体所受的重力大小除以其质量。重力常数是万有引力常数，用于计算物体间的引力大小。标准重力加速度是在地球表面下，物体在重力作用下自由落体的加速度大小。,"""Gravity"" is a unit for  Linear Acceleration expressed as (G).""",
GALILEO,伽利略,Galileo,Gal,,Acceleration,A0E0L1I0M0H0T-2D0,0.01,M-PER-SEC2,35.79615372567031,"物理学家,地心说,望远镜,星体运动",伽利略是一个物理单位，用于测量加速度。它是指每秒钟速度增加1厘米每秒的加速度，常用于地球上物体的自由落体运动和地球重力等方面的计算。,"The (Galileo) is the unit of acceleration of free fall used extensively in the science of gravimetry. The Galileo is defined as (1 centimeter per square second) . Unfortunately, the Galileo is often denoted with the symbol Gal, not to be confused with the Gallon that also uses the same symbol.""",http://en.wikipedia.org/wiki/Gal?oldid=482010741
GAL_IMP,英国加仑,Imperial Gallon,gal,,LiquidVolume,A0E0L3I0M0H0T0D0,0.00454609,,24.67343647711421,"液体,容积,加仑",英制加仑是英制体系中的体积单位，等于4.54609升。常用于英国、加拿大、澳大利亚等国家。在美国等其他国家，常用US gallon作为体积单位。,"""Imperial Gallon"" is an Imperial unit for  Liquid Volume expressed as (galIMP).""",
GAL_UK,加仑,Gallon,,,LiquidVolume,A0E0L3I0M0H0T0D0,0.00454609,,50.61617715656078,"油量,汽车,加油站",加仑是用于测量液体体积的单位，主要在美国和英国使用。1美加仑等于3.785升，1英加仑等于4.546升。,,",http://baike.baidu.com/view/709603.htm"
GAL_UK-PER-DAY,加仑每天,Gallon Per Day,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,5.26e-08,M3-PER-SEC,52.65252038991749,,“Gallon Per Day”是用来衡量液体流量或使用速率的单位，表示每天使用的加仑数。常用于衡量水的使用量或处理能力，例如污水处理厂的处理能力等。,,
GAL_UK-PER-HR,加仑每小时,Gallon Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.26e-06,M3-PER-SEC,52.77272464681045,,用于表示流量或速率的单位，特别是用于液体的流量或燃料的消耗率。表示每小时流过一加仑的液体体积或燃料消耗量。,,
GAL_UK-PER-MIN,加仑每分钟,Gallon Per Minute,,gpm,VolumeFlowRate,A0E0L3I0M0H0T-1D0,7.58e-05,M3-PER-SEC,52.59359243933292,,它是流体流量的单位，表示每分钟通过管道的加仑数。常用于描述流体输送和流量控制系统的性能。,,
GAL_UK-PER-SEC,加仑每秒,Gallon Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.00454609,M3-PER-SEC,50.46803606778302,,加仑每秒是用于测量液体流量的单位，表示每秒流过的加仑数。常用于水处理、供水、消防等领域。,,
GAL_US,美国加仑,US Gallon,gal,,LiquidVolume,A0E0L3I0M0H0T0D0,0.003785412,,18.42187273127509,"汽车,加油站,油箱",美国加仑是美国和其他国家（如加拿大和巴哈马）使用的液体体积单位，等于3.785升。常用于测量液体的体积，如汽油、牛奶等。,"""US Gallon"" is a unit for  Liquid Volume expressed as (galUS).""",
GAL_US-PER-DAY,美国加仑每天,US Gallon per Day,gal/d,,VolumePerUnitTime,A0E0L3I0M0H0T-1D0,4.38e-08,,39.202956989557634,,用于描述水处理领域的流量单位，表示每日处理的水量。在美国常用于描述水处理设备的处理能力。,"""US Gallon per Day"" is a unit for  Volume Per Unit Time expressed as (gal/d).""",
GAL_US-PER-HR,加仑每小时,Gallon (US) Per Hour,gal/h,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.05e-06,M3-PER-SEC,38.188676085214375,,加仑每小时是流量（液体体积流率）的单位，表示每小时流过的液体体积。在美国和英国常用的加仑大小不同，因此这里的单位指的是美国加仑。它通常用于描述燃油消耗率、液体泵流量等。,,
GAL_US-PER-MIN,美国加仑每分钟,US Gallon per Minute,gal/min,,VolumePerUnitTime,A0E0L3I0M0H0T-1D0,6.31e-05,,36.01087885697531,,美国加仑每分钟是流量单位，用于测量液体的流动速率，常用于工业、农业和建筑等领域。,"""US Gallon per Minute"" is a C.G.S System unit for  Volume Per Unit Time expressed as (gal/min).""",
GAL_US-PER-SEC,加仑每秒,Gallon (US Liquid) Per Second,gal/s,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.003785412,M3-PER-SEC,36.01087885697531,,它是用于表示液体流量的单位，通常用于测量供水、排水系统和工业过程中的液体流量。它表示每秒流过一个加仑（3.785升）的液体。,,
GAL_US_DRY,干的美国加仑,Dry Gallon US,dry_gal,,DryVolume,A0E0L3I0M0H0T0D0,0.004404884,M3,15.563204700396414,"液体,容积,加油站",干的美国加仑是测量体积的单位，等于8品脱或者0.00454609立方米。它通常用于测量干货、颗粒或燃料。,"""Dry Gallon US"" is a unit for  Dry Volume expressed as (dry_gal).""",
GAUGE_FR,法式导管尺度,French Gauge,Fr,F,Length,A0E0L1I0M0H0T0D0,0.000333333,M,46.78704309014054,,法码是衡量支管的单位，常被用于测量针头、注射针和一些细小零件的直径。它等于1/3毫米，也等于0.013英寸。常用的别名包括法国大珠径和法国细珠径。,,
GAUSS,高斯,Gauss,Gs,,MagneticFluxDensity,A0E-1L0I0M1H0T-2D0,0.0001,T,42.99477115831608,"磁场,磁力,磁感应强度",高斯是磁场密度的单位，是国际制磁通量密度单位。常用于描述磁场的大小。,,
GI,吉尔伯特,Gilbert,Gb,,MagnetomotiveForce,A0E1L0I0M0H0T0D0,0.795774715,A,23.35933199412002,"磁通量,磁场,磁感应强度",吉尔伯特是一个用于描述磁通量密度的单位，常用于电磁学和磁学领域。它的定义为：每立方厘米的磁通量密度等于10/4π安培/回。,"The fundamental unit of magnetomotive force  in electromagnetic units is called a Gilbert. It is the (mmf) which will produce a magnetic field strength of one Gauss (Maxwell per Square Centimeter) in a path one centimeter long.""",http://en.wikipedia.org/wiki/Gilbert?oldid=492755037
GI_UK,及耳,Gill,,,Volume,A0E0L3I0M0H0T0D0,0.000142065,M3,22.12802290526087,"声音,听力,耳朵,耳聋",及耳是体积单位，用于测量液体的容量，等于1/4品脱或者5液量盎司。它通常用于英國和美國等国家。,,",http://baike.baidu.com/view/1908689.htm"
GI_UK-PER-DAY,及耳每天,Gill Per Day,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.64e-09,M3-PER-SEC,39.61457987182394,,这是一个用于衡量牛奶和其他乳制品生产量的单位，表示每天生产的及耳（即100升）数。,,
GI_UK-PER-HR,及耳每小时,Gill Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,3.95e-08,M3-PER-SEC,36.93741640047176,,“Gill Per Hour”是一个流量单位，通常用于描述流动体积的速度或流量，表示每小时流出一个及耳的液体体积。常用于评估液体处理系统的性能和效率。,,
GI_UK-PER-MIN,及耳每分钟,Gill Per Minute,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,2.37e-06,M3-PER-SEC,36.93741640047176,,及耳每分钟是用于测量液体流速的单位，通常用于血液流速或呼吸气体流速的测量。它指的是液体在一分钟内通过一个称为Gill的体积单位的速度。,,
GI_UK-PER-SEC,及耳每秒,Gill Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000142065,M3-PER-SEC,36.93741640047176,,及耳每秒是流量的单位，表示每秒流过的液体体积，常用于描述水流量等。,,
GI_US,及耳,Gill (US),,,Volume,A0E0L3I0M0H0T0D0,0.000118294,M3,23.346686402009816,"声音,声响,听力",Gill（美制）是一种体积单位，等于四液量盎司或0.118294 L。它通常用于测量液体的体积，特别是在美国。在其他国家，使用的液体体积单位可能会有所不同。,,",http://baike.baidu.com/view/1908689.htm"
GI_US-PER-DAY,及耳每天,Gill (US) Per Day,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.37e-09,M3-PER-SEC,37.24208227465899,,Gill (US) Per Day是一个体积流量单位，用于测量每天流经某一点的液体体积。它等于每天流过的加仑数。在英国和其他一些国家，Gill Per Minute是一个常见的体积流量单位。,,
GI_US-PER-HR,及耳每小时,Gill (US) Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,3.29e-08,M3-PER-SEC,37.24208227465899,,及耳每小时是飞行速度的一个单位，特别用于飞行器。一个及耳每小时等于1.46667英里每小时或0.44704米每秒。在美国，它被称为“Gill (US) Per Hour”。,,
GI_US-PER-MIN,及耳每分钟,Gill (US) Per Minute,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.97e-06,M3-PER-SEC,37.24208227465899,,及耳每分钟是美国液量单位制中的一个单位，用于测量液体流量，等于每分钟流出1美制及耳的液体量。常用于描述流量计的测量范围。,,
GI_US-PER-SEC,及耳每秒,Gill (US) Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000118294,M3-PER-SEC,37.24208227465899,,“Gill (US) Per Second”是流量单位，表示每秒的流量，等于1盎司液体在1秒内流过一个正方形管道的体积。在美国和英国的传统测量系统中使用。,,
GM,克,Gram,g,,Mass,A0E0L0I0M1H0T0D0,0.001,KiloGM,82.32895359768251,"重量,称重,食物",克是国际制单位制中的基本单位之一，用于测量质量。它等于千克的一千分之一。常见于食品、药品等重量数量的计量。,"A unit of mass in the metric system. The name comes from the Greek gramma, a small weight identified in later Roman and Byzantine times with the Latin scripulum or scruple (the English scruple is equal to about 1.3 grams). The gram was originally defined to be the mass of one cubic centimeter of pure water, but to provide precise standards it was necessary to construct physical objects of specified mass. One gram is now defined to be 1/1000 of the mass of the standard kilogram, a platinum-iridium bar carefully guarded by the International Bureau of Weights and Measures in Paris for more than a century. (The kilogram, rather than the gram, is considered the base unit of mass in the SI.) The gram is a small mass, equal to about 15.432 grains or 0.035 273 966 ounce. ",http://en.wikipedia.org/wiki/Gram?oldid=493995797
GM-MilliM,克毫米,Gram Millimetre,g·cm,,LengthMass,A0E0L1I0M1H0T0D0,1e-06,M-KiloGM,57.38130734226,,克毫米是用于测量力矩的单位，通常用于描述物体的旋转力。它等于施力点在距离旋转轴1毫米处施加的一个克力所产生的力矩。例如，拧开一只瓶盖就是应用了力矩的一个简单示例。,,
GM-PER-CentiM2,克每平方厘米,Gram Per Square Centimetre,g/cm2,,MassPerArea,A0E0L-2I0M1H0T0D0,10.0,KiloGM-PER-M2,56.011074718990606,,克每平方厘米是表示在单位面积上的质量的单位，常用于描述纸张、纺织品、塑料膜等材料的厚度和密度。常用的简称为GSM（Grams per Square Meter）。,,
GM-PER-CentiM2-YR,克每平方厘米每年,Grams per square centimetre per year,g/cm2·a,,,A0E0L-2I0M1H0T-1D0,,,46.671019600593375,,这是一个测量金属耐蚀性的单位，表示在每平方厘米表面积上每年失去的重量。常用于测量车辆、船舶等金属制品的腐蚀情况。,A rate of change of 0.001 of the SI unit of mass over 0.00001 of the SI unit of area in a period of an average calendar year (365.25 days),
GM-PER-CentiM3,克每立方厘米,Gram Per Cubic Centimetre,g/cm3,,MassDensity,A0E0L-3I0M1H0T0D0,1000.0,KiloGM-PER-M3,63.25993479672149,,克每立方厘米是一种密度的单位，用于描述物体的重量与体积之间的关系，常用于描述固体、液体和气体的密度。,,
GM-PER-DAY,克每天,Gram Per Day,g/d,,MassFlowRate,A0E0L0I0M1H0T-1D0,1.16e-08,,52.01187213068169,,克每天是一个用于表示摄入量、排泄量等的单位，表示每天摄入或排泄的物质的质量。常用于药物剂量或营养学中。,,
